source,target,weight
SDF,FAY,1.0
SDF,GSO,3.0
SDF,GSP,7.0
SDF,LEX,413.0
SDF,ORF,23.0
SDF,TYS,40.0
SDF,ABQ,32.0
SDF,BTV,2.0
SDF,CAK,4.0
SDF,MSN,2.0
SDF,PWM,6.0
SDF,RIC,6.0
SDF,ROC,7.0
SDF,CID,2.0
SDF,MLI,2.0
SDF,SBN,7.0
SDF,FNT,2.0
SDF,CRW,11.0
SDF,DAY,31.0
SDF,EVV,87.0
SDF,FWA,8.0
SDF,LAN,1.0
SDF,LNK,1.0
SDF,PIA,1.0
SDF,SGF,3.0
SDF,SRQ,272.0
SDF,TRI,4.0
SDF,XNA,1.0
SDF,GFK,1.0
SDF,COU,1.0
SDF,HTS,1.0
SDF,PAH,3.0
SDF,TOL,3.0
SDF,ATY,1.0
SEA,SFO,197668.0
SEA,SJC,119263.0
SEA,SLC,97695.0
SEA,SMF,95614.0
SEA,SNA,89413.0
SEA,STL,27678.0
SEA,TPA,13941.0
SEA,TUL,50.0
SEA,TUS,16531.0
SEA,BIS,1.0
SEA,FSD,36.0
SEA,ISN,1.0
SEA,EUG,27682.0
SEA,MRY,13.0
SEA,MSO,16557.0
SEA,RDD,1.0
SEA,RDM,30882.0
SEA,PBI,6.0
SEA,JAN,1.0
SEA,LFT,1.0
SEA,AVL,1.0
SEA,CHA,1.0
SEA,FAY,1.0
SEA,GSP,2.0
SEA,ORF,65.0
SEA,TYS,1.0
SEA,ABQ,12572.0
SEA,BGR,1.0
SEA,BTV,1.0
SEA,ELM,1.0
SEA,MSN,19.0
SEA,PWM,4.0
SEA,RIC,1.0
SEA,ROC,8.0
SEA,CID,1.0
SEA,BZN,13024.0
SEA,PSC,38511.0
SEA,PUW,13684.0
SEA,YKM,12558.0
SEA,BLI,19824.0
SEA,HLN,4317.0
SEA,HDN,371.0
SEA,ASE,2.0
SEA,ATW,1.0
SEA,CHO,1.0
SEA,IDA,5.0
SEA,SRQ,28.0
SEA,XNA,1.0
SEA,SBP,4574.0
SEA,GTF,6329.0
SEA,SBA,8800.0
SEA,COD,1.0
SEA,SUX,1.0
SEA,PAE,1528.0
SEA,ALW,9495.0
SEA,LWS,5.0
SEA,SUN,2963.0
SEA,TWF,1.0
SEA,WYS,1.0
SEA,BFL,2.0
SEA,STS,6028.0
SEA,ACV,1.0
SEA,EAT,12547.0
SFO,SJC,9691.0
SFO,SLC,55197.0
SFO,SMF,15778.0
SFO,SNA,72383.0
SFO,STL,18891.0
SFO,TPA,13462.0
SFO,TUL,34.0
SFO,TUS,9597.0
SFO,BIS,2.0
SFO,EUG,17484.0
SFO,MRY,5368.0
SFO,MSO,959.0
SFO,RDD,7415.0
SFO,RDM,11847.0
SFO,PBI,5.0
SFO,MOB,1.0
SFO,CHA,1.0
SFO,GSO,1.0
SFO,GSP,2.0
SFO,LEX,2.0
SFO,ORF,3.0
SFO,ABQ,9664.0
SFO,BTV,1.0
SFO,MSN,4774.0
SFO,PWM,2.0
SFO,SWF,1.0
SFO,CID,3.0
SFO,BZN,4939.0
SFO,PSC,2467.0
SFO,BLI,1.0
SFO,HLN,2.0
SFO,HDN,127.0
SFO,ASE,2598.0
SFO,DAY,3.0
SFO,GRB,18.0
SFO,IDA,2.0
SFO,PIB,1.0
SFO,TTN,1.0
SFO,XNA,3520.0
SFO,SBP,10172.0
SFO,SCK,1.0
SFO,SBA,18012.0
SFO,BTM,1.0
SFO,COD,1.0
SFO,PAE,15445.0
SFO,ALW,1.0
SFO,LWS,1.0
SFO,SUN,1483.0
SFO,TWF,6.0
SFO,BFL,2944.0
SFO,STS,2759.0
SFO,ACV,10002.0
SFO,MMH,669.0
SFO,OTH,2246.0
SFO,PRC,1.0
SJC,SLC,44153.0
SJC,SMF,1071.0
SJC,SNA,100110.0
SJC,STL,9347.0
SJC,TPA,190.0
SJC,TUL,59.0
SJC,TUS,11055.0
SJC,EUG,8.0
SJC,MRY,187.0
SJC,MSO,2.0
SJC,RDD,2.0
SJC,RDM,4.0
SJC,PBI,1.0
SJC,CHA,1.0
SJC,GSP,80.0
SJC,ORF,24.0
SJC,TYS,1.0
SJC,ABQ,3715.0
SJC,BTV,1.0
SJC,ISP,1.0
SJC,RIC,1.0
SJC,AEX,1.0
SJC,ASE,1.0
SJC,DAY,4.0
SJC,XNA,2.0
SJC,SBP,44.0
SJC,SBA,52.0
SJC,PAE,6511.0
SJC,BFL,4.0
SJC,STS,64.0
SJC,ACV,1.0
SJC,MMH,1.0
SLC,SMF,40260.0
SLC,SNA,34325.0
SLC,STL,18013.0
SLC,TPA,8824.0
SLC,TUL,6617.0
SLC,TUS,11921.0
SLC,BIS,5.0
SLC,FSD,7.0
SLC,CLL,2.0
SLC,EUG,8968.0
SLC,MSO,15862.0
SLC,RDM,7903.0
SLC,PBI,1.0
SLC,FSM,1.0
SLC,MLU,2.0
SLC,GSO,3.0
SLC,GSP,1.0
SLC,ORF,5.0
SLC,TYS,1.0
SLC,ABQ,14841.0
SLC,MSN,4069.0
SLC,ROC,106.0
SLC,BZN,22069.0
SLC,PSC,12346.0
SLC,HLN,8816.0
SLC,HDN,7.0
SLC,ASE,5455.0
SLC,FWA,1.0
SLC,GRB,2.0
SLC,IDA,14961.0
SLC,LNK,1.0
SLC,SGF,2.0
SLC,XNA,1.0
SLC,SBP,1.0
SLC,SGU,7883.0
SLC,GTF,8185.0
SLC,SBA,4696.0
SLC,BTM,5511.0
SLC,COD,1401.0
SLC,GCC,3.0
SLC,LSE,1.0
SLC,ALW,1.0
SLC,LWS,8386.0
SLC,PIH,9560.0
SLC,SUN,10508.0
SLC,TWF,9403.0
SLC,WYS,1971.0
SLC,STS,1.0
SLC,CYS,2.0
SLC,RKS,9.0
SLC,VEL,6.0
SLC,CDC,5128.0
SLC,EKO,4289.0
SMF,SNA,50947.0
SMF,STL,9835.0
SMF,TPA,259.0
SMF,TUL,77.0
SMF,TUS,528.0
SMF,FSD,71.0
SMF,VLD,1.0
SMF,EUG,6.0
SMF,MRY,34.0
SMF,RDD,19.0
SMF,RDM,6.0
SMF,ORF,14.0
SMF,ABQ,412.0
SMF,CAK,1.0
SMF,PWM,15.0
SMF,RIC,4.0
SMF,BZN,1.0
SMF,PSC,3.0
SMF,YKM,1.0
SMF,AGS,1.0
SMF,LNK,1.0
SMF,MGM,1.0
SMF,SBP,27.0
SMF,SGU,1.0
SMF,SCK,24.0
SMF,SBA,23.0
SMF,BFL,19.0
SMF,STS,71.0
SMF,CYS,1.0
SMF,ACV,11.0
SMF,MCE,21.0
SNA,STL,223.0
SNA,TPA,46.0
SNA,TUL,88.0
SNA,TUS,134.0
SNA,FSD,1.0
SNA,HSV,2.0
SNA,EUG,1.0
SNA,MRY,13.0
SNA,RDD,3.0
SNA,RDM,2.0
SNA,PBI,2.0
SNA,ABQ,513.0
SNA,BZN,3.0
SNA,PSC,1.0
SNA,HLN,1.0
SNA,ASE,1.0
SNA,ATW,1.0
SNA,DAY,1.0
SNA,GTR,1.0
SNA,RST,1.0
SNA,SRQ,2.0
SNA,XNA,2.0
SNA,CWA,1.0
SNA,SBP,30.0
SNA,SGU,1.0
SNA,SBA,134.0
SNA,PAE,3535.0
SNA,BFL,21.0
SNA,STS,4247.0
SNA,MMH,1.0
STL,TPA,22807.0
STL,TUL,14036.0
STL,TUS,83.0
STL,VPS,1.0
STL,FSD,1.0
STL,HSV,3.0
STL,TLH,1.0
STL,PBI,1426.0
STL,FSM,1.0
STL,JAN,3.0
STL,LCH,2.0
STL,BMI,23.0
STL,CHA,1.0
STL,GSO,1.0
STL,GSP,67.0
STL,LEX,7.0
STL,ORF,162.0
STL,TYS,9.0
STL,ABQ,174.0
STL,BTV,1.0
STL,CAK,4.0
STL,ELM,1.0
STL,ISP,12.0
STL,ITH,3.0
STL,MSN,6.0
STL,PWM,44.0
STL,RIC,85.0
STL,ROC,14.0
STL,CID,20.0
STL,MLI,19.0
STL,BZN,1.0
STL,SBN,7.0
STL,MBS,2.0
STL,HDN,2.0
STL,AGS,1.0
STL,ATW,4.0
STL,CRW,1.0
STL,DAY,16.0
STL,EVV,23.0
STL,FWA,3.0
STL,GNV,1.0
STL,GRB,4.0
STL,LAN,3.0
STL,LNK,5.0
STL,PIA,29.0
STL,SGF,110.0
STL,TRI,1.0
STL,XNA,27.0
STL,BRO,1.0
STL,SGU,1.0
STL,SBA,1.0
STL,COU,63.0
STL,SUX,1.0
STL,CMI,8.0
STL,LSE,1.0
STL,SPI,35.0
STL,DBQ,1.0
STL,JLN,4.0
STL,PAH,4.0
STL,LYH,1.0
STL,ALO,2.0
STL,DEC,108.0
STL,MKG,1.0
STL,SLN,1.0
STL,OWB,179.0
STL,UIN,4.0
STL,CGI,3.0
STL,IRK,294.0
STL,MWA,639.0
STL,TBN,96.0
TPA,TUL,65.0
TPA,TUS,37.0
TPA,VPS,29.0
TPA,BQK,2.0
TPA,CSG,1.0
TPA,HSV,4.0
TPA,TLH,385.0
TPA,VLD,4.0
TPA,PBI,600.0
TPA,JAN,2.0
TPA,LFT,1.0
TPA,MLU,1.0
TPA,MOB,5.0
TPA,ABY,1.0
TPA,AVL,2192.0
TPA,CHA,3.0
TPA,DAB,82.0
TPA,FAY,4.0
TPA,GSO,2107.0
TPA,GSP,937.0
TPA,LEX,2.0
TPA,ORF,936.0
TPA,TYS,8.0
TPA,ABQ,87.0
TPA,ART,1.0
TPA,BTV,11.0
TPA,CAK,1489.0
TPA,ISP,18577.0
TPA,MSN,926.0
TPA,PWM,2424.0
TPA,RIC,838.0
TPA,ROC,5062.0
TPA,CID,3.0
TPA,SBN,2.0
TPA,MBS,1.0
TPA,ACY,12545.0
TPA,AGS,4.0
TPA,ASE,2.0
TPA,ATW,1.0
TPA,CHO,2.0
TPA,CRW,1.0
TPA,DAY,2.0
TPA,DHN,1.0
TPA,FWA,3.0
TPA,GNV,90.0
TPA,MGM,4.0
TPA,MLB,63.0
TPA,OAJ,1.0
TPA,SRQ,1118.0
TPA,TRI,1.0
TPA,TTN,8863.0
TPA,XNA,2.0
TPA,CWA,1.0
TPA,BRO,1.0
TPA,TOL,1.0
TPA,LBE,1437.0
TUL,TUS,15.0
TUL,VPS,673.0
TUL,FSD,2.0
TUL,HSV,2.0
TUL,PBI,2.0
TUL,FSM,15.0
TUL,JAN,1.0
TUL,GSO,1.0
TUL,LEX,1.0
TUL,ORF,1.0
TUL,TYS,2.0
TUL,ABQ,37.0
TUL,MSN,3.0
TUL,PWM,2.0
TUL,CID,1.0
TUL,MLI,2.0
TUL,BZN,1.0
TUL,LAW,2.0
TUL,SBN,2.0
TUL,HDN,1.0
TUL,AGS,1.0
TUL,CHO,1.0
TUL,DAY,2.0
TUL,LNK,1.0
TUL,SGF,23.0
TUL,SRQ,6.0
TUL,XNA,119.0
TUL,GGG,1.0
TUL,COD,1.0
TUL,JLN,3.0
TUL,MHK,1.0
TUL,TYR,1.0
TUL,SWO,9.0
TUS,VPS,1.0
TUS,HSV,1.0
TUS,EUG,2.0
TUS,MSO,2.0
TUS,PBI,2.0
TUS,FAY,1.0
TUS,LEX,1.0
TUS,ORF,3.0
TUS,TYS,1.0
TUS,ABQ,97.0
TUS,RIC,1.0
TUS,ROC,1.0
TUS,BZN,1.0
TUS,BLI,999.0
TUS,FNT,1.0
TUS,AGS,1.0
TUS,DAY,3.0
TUS,FWA,2.0
TUS,GRB,1.0
TUS,SGF,1.0
TUS,XNA,1.0
TUS,BRO,1.0
TUS,SBP,1.0
TUS,PVU,2217.0
TUS,SBA,1.0
TUS,COU,1.0
TUS,PRC,2.0
VPS,CSG,3.0
VPS,HSV,10.0
VPS,TLH,32.0
VPS,PBI,8.0
VPS,ABE,1.0
VPS,ACT,1.0
VPS,FSM,1.0
VPS,JAN,8.0
VPS,LFT,3.0
VPS,MOB,33.0
VPS,ABY,2.0
VPS,CHA,2.0
VPS,FAY,1.0
VPS,GSO,1.0
VPS,GSP,1.0
VPS,LEX,512.0
VPS,ORF,2.0
VPS,TYS,1878.0
VPS,ABQ,2.0
VPS,AEX,3.0
VPS,ASE,1.0
VPS,DHN,4.0
VPS,EVV,537.0
VPS,GNV,2.0
VPS,GRB,1.0
VPS,MGM,11.0
VPS,MLB,2.0
VPS,PIA,931.0
VPS,SGF,2253.0
VPS,SRQ,4.0
VPS,XNA,3298.0
VPS,BLV,8241.0
VPS,RFD,526.0
VPS,HTS,640.0
VPS,TOL,506.0
VPS,LCK,1436.0
BIS,FSD,23.0
BIS,ISN,25.0
BIS,MOT,78.0
BIS,MSO,2.0
BIS,PBI,1.0
BIS,GSP,1.0
BIS,ABQ,1.0
BIS,RIC,1.0
BIS,BZN,7.0
BIS,HLN,2.0
BIS,SBN,1.0
BIS,CRW,1.0
BIS,DAY,1.0
BIS,IDA,1.0
BIS,PIA,1.0
BIS,RST,2.0
BIS,SGF,1.0
BIS,DLH,1.0
BIS,GFK,22.0
BIS,GTF,3.0
BIS,BTM,1.0
BIS,DIK,30.0
BIS,ABR,2.0
BIS,BJI,2.0
BIS,JMS,2.0
BIS,LBF,1.0
FSD,ISN,2.0
FSD,MOT,4.0
FSD,MSO,1.0
FSD,JAN,1.0
FSD,GSP,1.0
FSD,TYS,1.0
FSD,ABQ,1.0
FSD,MSN,2.0
FSD,CID,11.0
FSD,MLI,3.0
FSD,BZN,2.0
FSD,ATW,1.0
FSD,GRB,3.0
FSD,LAN,2.0
FSD,LNK,13.0
FSD,PIA,2.0
FSD,RST,4.0
FSD,SGF,2.0
FSD,XNA,1.0
FSD,CWA,1.0
FSD,DLH,1.0
FSD,PIR,8.0
FSD,ERI,4.0
FSD,GFK,4.0
FSD,DIK,1.0
FSD,SUX,12.0
FSD,ABR,14.0
FSD,ALO,1.0
FSD,ATY,7.0
FSD,DVL,1.0
FSD,EAR,1.0
ISN,MOT,23.0
ISN,CID,1.0
ISN,BZN,2.0
ISN,HLN,1.0
ISN,IDA,1.0
ISN,DLH,1.0
ISN,GFK,1.0
ISN,GTF,3.0
ISN,DIK,8.0
ISN,GCC,2.0
ISN,SDY,1.0
ISN,ABR,1.0
MOT,BTV,1.0
MOT,BZN,1.0
MOT,ASE,1.0
MOT,RST,1.0
MOT,SGF,1.0
MOT,GFK,19.0
MOT,DIK,6.0
MOT,ABR,2.0
MOT,JMS,2.0
MOT,INL,1.0
MOT,DVL,1.0
BQK,TLH,2.0
BQK,ABY,1.0
BQK,GSP,1.0
BQK,AGS,1.0
BQK,SRQ,1.0
CSG,HSV,1.0
CSG,TLH,1.0
CSG,ABY,7.0
CSG,FAY,1.0
CSG,GSP,1.0
CSG,AGS,3.0
CSG,DHN,1.0
CSG,MGM,5.0
HSV,FSM,1.0
HSV,JAN,8.0
HSV,MOB,23.0
HSV,ABY,1.0
HSV,CHA,30.0
HSV,FAY,1.0
HSV,GSO,1.0
HSV,GSP,9.0
HSV,LEX,4.0
HSV,ORF,2.0
HSV,TYS,29.0
HSV,CAK,1.0
HSV,ELM,2.0
HSV,RIC,2.0
HSV,PSC,7.0
HSV,SBN,2.0
HSV,DAY,6.0
HSV,DHN,7.0
HSV,EVV,3.0
HSV,GTR,3.0
HSV,MGM,44.0
HSV,RST,1.0
HSV,TRI,1.0
HSV,SBA,5.0
HSV,COU,1.0
TLH,VLD,17.0
TLH,PBI,12.0
TLH,MOB,17.0
TLH,ABY,14.0
TLH,AVL,1.0
TLH,CHA,1.0
TLH,DAB,15.0
TLH,GSO,1.0
TLH,GSP,3.0
TLH,LEX,1.0
TLH,MSN,1.0
TLH,RIC,1.0
TLH,ROC,3.0
TLH,AGS,4.0
TLH,CRW,1.0
TLH,DHN,3.0
TLH,GNV,20.0
TLH,MGM,3.0
TLH,MLB,4.0
TLH,SRQ,7.0
VLD,MOB,1.0
VLD,ABY,4.0
VLD,CHA,1.0
VLD,DAB,2.0
VLD,AGS,1.0
VLD,DHN,3.0
VLD,GNV,5.0
EWB,ACK,2.0
HYA,MVY,16.0
HYA,ACK,90.0
HYA,ORH,1.0
MVY,ACK,11.0
MVY,SWF,1.0
CLL,ACT,2.0
CLL,TXK,1.0
GRK,ACT,9.0
GRK,HLN,1.0
EUG,MSO,2.0
EUG,RDM,56.0
EUG,CID,1.0
EUG,PSC,3.0
EUG,PUW,2.0
EUG,BLI,1.0
EUG,JMS,1.0
EUG,PAE,2.0
EUG,ALW,2.0
EUG,STS,2.0
EUG,ACV,1.0
EUG,OTH,46.0
MRY,ABQ,1.0
MRY,SBP,14.0
MRY,ERI,1.0
MRY,SBA,19.0
MRY,CMI,1.0
MRY,BFL,3.0
MRY,STS,4.0
MRY,ACV,1.0
MSO,RDM,3.0
MSO,LFT,1.0
MSO,ORF,1.0
MSO,BZN,269.0
MSO,PSC,5.0
MSO,PUW,1.0
MSO,YKM,1.0
MSO,HLN,62.0
MSO,CRW,1.0
MSO,IDA,13.0
MSO,GTF,62.0
MSO,SBA,1.0
MSO,BTM,16.0
MSO,COD,1.0
MSO,GCC,1.0
MSO,PAE,1.0
MSO,ALW,2.0
MSO,LWS,1.0
MSO,SUN,1.0
MSO,TWF,2.0
MSO,WYS,1.0
MSO,ACV,1.0
RDD,RDM,2.0
RDD,ACV,7.0
RDM,AVL,1.0
RDM,BZN,1.0
RDM,PSC,7.0
RDM,YKM,4.0
RDM,BLI,1.0
RDM,HDN,1.0
RDM,MLB,1.0
RDM,SBP,1.0
RDM,PAE,1.0
RDM,ALW,1.0
RDM,SUN,2.0
RDM,BFL,1.0
RDM,STS,1.0
RDM,ACV,5.0
RDM,OTH,1.0
PBI,MOB,2.0
PBI,AVL,320.0
PBI,CHA,1.0
PBI,DAB,38.0
PBI,GSO,2.0
PBI,GSP,5.0
PBI,ORF,10.0
PBI,TYS,288.0
PBI,BTV,1.0
PBI,ISP,27110.0
PBI,PWM,6.0
PBI,RIC,15.0
PBI,ACY,6418.0
PBI,AGS,1.0
PBI,CRW,1.0
PBI,DAY,1.0
PBI,GNV,15.0
PBI,MLB,44.0
PBI,PIA,1.0
PBI,SRQ,131.0
PBI,TTN,8812.0
PBI,ERI,1.0
ABE,GSO,1.0
ABE,LEX,1.0
ABE,ORF,1.0
ABE,PWM,1.0
ABE,RIC,2.0
ABE,AEX,1.0
ABE,CHO,1.0
ABE,DAY,1.0
ABE,XNA,1.0
ABE,ERI,2.0
ACT,TXK,1.0
ACT,AEX,1.0
ACT,TYR,1.0
FSM,JAN,1.0
FSM,MLU,1.0
FSM,CHA,1.0
FSM,TXK,2.0
FSM,SBN,1.0
FSM,AEX,1.0
FSM,SGF,9.0
FSM,TRI,1.0
FSM,XNA,89.0
JAN,LFT,12.0
JAN,MLU,21.0
JAN,MOB,34.0
JAN,CHA,4.0
JAN,GSO,1.0
JAN,TYS,2.0
JAN,TXK,1.0
JAN,SBN,1.0
JAN,MBS,1.0
JAN,AEX,7.0
JAN,AGS,1.0
JAN,DHN,1.0
JAN,GTR,27.0
JAN,MGM,16.0
JAN,PIB,7.0
JAN,SGF,1.0
JAN,XNA,2.0
JAN,MEI,16.0
JAN,JLN,1.0
LCH,LFT,13.0
LCH,MLU,4.0
LCH,TYS,1.0
LCH,AEX,7.0
LCH,FWA,1.0
LCH,BRO,1.0
LCH,BPT,2.0
LFT,MLU,30.0
LFT,MOB,3.0
LFT,CHA,1.0
LFT,TYS,1.0
LFT,AEX,34.0
LFT,MGM,1.0
LFT,PGV,1.0
LFT,SGF,4.0
LFT,XNA,1.0
LFT,BPT,1.0
MLU,MOB,1.0
MLU,AEX,27.0
MLU,GLH,1.0
MLU,GTR,2.0
MLU,XNA,3.0
MOB,AVL,1.0
MOB,CHA,2.0
MOB,LEX,1.0
MOB,TYS,2.0
MOB,SBN,1.0
MOB,AEX,1.0
MOB,CHO,1.0
MOB,DHN,3.0
MOB,GTR,2.0
MOB,MGM,34.0
MOB,PIB,1.0
MOB,TRI,1.0
ABY,AGS,2.0
ABY,DHN,2.0
ABY,GNV,1.0
AVL,CHA,15.0
AVL,FAY,4.0
AVL,GSO,49.0
AVL,GSP,140.0
AVL,LEX,6.0
AVL,ORF,6.0
AVL,TYS,69.0
AVL,RIC,13.0
AVL,AGS,6.0
AVL,CHO,7.0
AVL,DAY,1.0
AVL,DHN,2.0
AVL,EWN,2.0
AVL,GNV,2.0
AVL,MGM,1.0
AVL,MLB,1.0
AVL,OAJ,1.0
AVL,PGV,2.0
AVL,SGF,1.0
AVL,SRQ,2168.0
AVL,TRI,22.0
AVL,MGW,1.0
AVL,HTS,1.0
AVL,LYH,1.0
BMI,MSN,2.0
BMI,RIC,1.0
BMI,CID,1.0
BMI,MLI,6.0
BMI,SBN,1.0
BMI,AGS,1.0
BMI,DAY,1.0
BMI,EVV,1.0
BMI,FWA,2.0
BMI,GRB,2.0
BMI,PIA,56.0
BMI,CMI,20.0
BMI,LSE,2.0
BMI,SPI,8.0
CHA,GSO,2.0
CHA,GSP,18.0
CHA,LEX,7.0
CHA,ORF,1.0
CHA,TYS,124.0
CHA,MSN,1.0
CHA,PWM,1.0
CHA,RIC,2.0
CHA,MLI,4.0
CHA,AGS,3.0
CHA,CHO,1.0
CHA,DAY,2.0
CHA,MGM,3.0
CHA,SRQ,1.0
CHA,TRI,6.0
DAB,GSO,3.0
DAB,GSP,2.0
DAB,LEX,1.0
DAB,FNT,1.0
DAB,AGS,2.0
DAB,CRW,1.0
DAB,GNV,16.0
DAB,MLB,22.0
DAB,SRQ,9.0
FAY,GSO,13.0
FAY,GSP,7.0
FAY,ORF,9.0
FAY,TYS,1.0
FAY,RIC,5.0
FAY,LAW,1.0
FAY,AGS,7.0
FAY,EWN,7.0
FAY,MGM,1.0
FAY,OAJ,11.0
FAY,PGV,2.0
FAY,XNA,1.0
FAY,FLO,2.0
GSO,GSP,63.0
GSO,LEX,3.0
GSO,ORF,13.0
GSO,TYS,14.0
GSO,CAK,1.0
GSO,ELM,2.0
GSO,PWM,2.0
GSO,RIC,60.0
GSO,SBN,1.0
GSO,AGS,2.0
GSO,CHO,12.0
GSO,CRW,3.0
GSO,DAY,2.0
GSO,EWN,4.0
GSO,LAN,1.0
GSO,LWB,1.0
GSO,MGM,2.0
GSO,OAJ,8.0
GSO,SRQ,1.0
GSO,TRI,7.0
GSO,LSE,1.0
GSO,FLO,2.0
GSO,PQI,2.0
GSO,LYH,1.0
GSP,LEX,2.0
GSP,ORF,9.0
GSP,TYS,63.0
GSP,ABQ,1.0
GSP,BTV,1.0
GSP,CAK,1.0
GSP,ELM,1.0
GSP,RIC,22.0
GSP,ROC,1.0
GSP,AGS,17.0
GSP,CHO,3.0
GSP,CRW,2.0
GSP,DAY,2.0
GSP,DHN,1.0
GSP,EVV,1.0
GSP,EWN,2.0
GSP,FWA,1.0
GSP,MGM,2.0
GSP,MLB,2.0
GSP,OAJ,4.0
GSP,PGV,1.0
GSP,SRQ,1.0
GSP,TRI,8.0
GSP,CWA,1.0
GSP,COU,1.0
GSP,FLO,2.0
GSP,PAH,1.0
GSP,LYH,1.0
GSP,CMX,1.0
LEX,ORF,3.0
LEX,TYS,42.0
LEX,BTV,1.0
LEX,CAK,1.0
LEX,PWM,1.0
LEX,RIC,4.0
LEX,ROC,3.0
LEX,CID,1.0
LEX,SBN,1.0
LEX,AGS,2.0
LEX,CHO,1.0
LEX,CRW,19.0
LEX,DAY,13.0
LEX,EVV,27.0
LEX,FWA,1.0
LEX,LAN,1.0
LEX,PIA,2.0
LEX,TRI,12.0
LEX,XNA,1.0
LEX,LSE,1.0
LEX,HTS,7.0
LEX,PAH,1.0
LEX,TOL,1.0
ORF,TYS,6.0
ORF,ABQ,20.0
ORF,BGR,1.0
ORF,CAK,1.0
ORF,ELM,2.0
ORF,ISP,34.0
ORF,PWM,27.0
ORF,RIC,577.0
ORF,ROC,3.0
ORF,MLI,1.0
ORF,AGS,4.0
ORF,CHO,51.0
ORF,CRW,5.0
ORF,DAY,2.0
ORF,EWN,5.0
ORF,GNV,1.0
ORF,OAJ,17.0
ORF,PGV,2.0
ORF,RST,1.0
ORF,TRI,5.0
ORF,ERI,1.0
ORF,GTF,1.0
ORF,SBA,1.0
ORF,CKB,1.0
ORF,LYH,8.0
ORF,SBY,5.0
ORF,SHD,1.0
TYS,CAK,1.0
TYS,MSN,1.0
TYS,RIC,7.0
TYS,ROC,1.0
TYS,MLI,1.0
TYS,SBN,1.0
TYS,AGS,5.0
TYS,CHO,2.0
TYS,CRW,10.0
TYS,DAY,5.0
TYS,EVV,1.0
TYS,FWA,3.0
TYS,GNV,1.0
TYS,GRB,1.0
TYS,LNK,1.0
TYS,MGM,2.0
TYS,OAJ,1.0
TYS,PGV,1.0
TYS,PIB,1.0
TYS,SRQ,265.0
TYS,TRI,59.0
TYS,COD,1.0
TYS,DIK,1.0
TYS,PAH,2.0
BFF,LNK,2.0
BFF,AIA,1.0
CDR,AIA,10.0
ABQ,ISP,17.0
ABQ,PWM,14.0
ABQ,ROC,1.0
ABQ,BZN,3.0
ABQ,DAY,1.0
ABQ,IDA,2.0
ABQ,LNK,1.0
ABQ,SBP,1.0
ABQ,SBA,1.0
ABQ,CVN,1.0
ART,ITH,1.0
ART,ROC,2.0
BGM,ELM,37.0
BGM,ITH,7.0
BGM,RIC,1.0
BGM,ROC,6.0
BGR,BTV,41.0
BGR,MSN,2.0
BGR,OGS,1.0
BGR,PWM,324.0
BGR,RIC,1.0
BGR,ROC,3.0
BGR,ERI,1.0
BGR,BHB,6.0
BGR,RKD,2.0
BGR,PQI,4.0
BTV,ITH,3.0
BTV,PBG,12.0
BTV,PWM,101.0
BTV,ROC,15.0
BTV,SWF,2.0
BTV,BZN,1.0
BTV,ASE,1.0
BTV,CHO,1.0
BTV,CRW,1.0
BTV,DAY,2.0
BTV,SRQ,1.0
BTV,AUG,1.0
BTV,LEB,1.0
BTV,RUT,1.0
CAK,ITH,1.0
CAK,MSN,1.0
CAK,PWM,2.0
CAK,RIC,1.0
CAK,ROC,3.0
CAK,SBN,3.0
CAK,CHO,1.0
CAK,CRW,3.0
CAK,DAY,15.0
CAK,FWA,4.0
CAK,RST,1.0
CAK,MGW,1.0
CAK,COU,1.0
CAK,TOL,6.0
ELM,ITH,34.0
ELM,RIC,1.0
ELM,ROC,22.0
ELM,CRW,2.0
ELM,ERI,1.0
HVN,ISP,2.0
HVN,ITH,1.0
HVN,PWM,1.0
HVN,SWF,1.0
ISP,PWM,7.0
ISP,RIC,1.0
ISP,ROC,2.0
ISP,TTN,12.0
ITH,ROC,13.0
ITH,CHO,1.0
ITH,ERI,1.0
MSN,RIC,5.0
MSN,CID,27.0
MSN,MLI,10.0
MSN,BZN,1.0
MSN,PSC,1.0
MSN,SBN,3.0
MSN,CIU,1.0
MSN,MBS,1.0
MSN,PLN,1.0
MSN,ATW,89.0
MSN,CHO,1.0
MSN,CRW,1.0
MSN,EVV,1.0
MSN,FWA,2.0
MSN,GRB,90.0
MSN,LAN,1.0
MSN,LNK,2.0
MSN,PIA,6.0
MSN,RST,4.0
MSN,SGF,1.0
MSN,XNA,1.0
MSN,CWA,59.0
MSN,DLH,9.0
MSN,ESC,1.0
MSN,IMT,1.0
MSN,RHI,6.0
MSN,CMI,1.0
MSN,LSE,41.0
MSN,DBQ,3.0
MSN,EAR,1.0
MSN,MKG,1.0
OGS,PBG,1.0
OGS,ROC,1.0
PBG,PWM,2.0
PWM,RIC,6.0
PWM,ROC,5.0
PWM,DAY,1.0
PWM,GNV,1.0
PWM,ORH,2.0
PWM,BHB,3.0
PWM,RKD,1.0
PWM,AUG,2.0
PWM,LEB,1.0
PWM,PQI,3.0
PWM,LYH,1.0
RIC,ROC,5.0
RIC,BZN,5.0
RIC,PSC,1.0
RIC,LAW,1.0
RIC,SBN,10.0
RIC,AGS,1.0
RIC,CHO,189.0
RIC,CRW,5.0
